Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,age,python_yn,R_yn,spark,aws,excel
Director of Data Science,$138K-$202K (Glassdoor est.),"Director of Data Science
Location: Boston, MA

We are looking for a director of data science to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, Excel, SQL.",3.1,"Lockheed Martin
3.1","Boston, MA","Boston, MA",1001 to 5000 employees,-1,Government,IT Services,Information Technology,$10+ billion (USD),-1,0,0,138,202,170.0,"Lockheed Martin
",MA,1,-1,1,0,0,1,1
Senior Data Scientist,$97K-$171K (Glassdoor est.),"Senior Data Scientist
Location: San Jose, CA

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, Excel, SQL.",3.6,"IBM
3.6","San Jose, CA","San Jose, CA",5001 to 10000 employees,1868,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),-1,0,0,97,171,134.0,"IBM
",CA,1,152,0,0,0,1,1
Data Scientist,$79K-$145K (Glassdoor est.),"Data Scientist
Location: New York, NY

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",4.1,"MassMutual
4.1","New York, NY","Cambridge, MA",201 to 500 employees,1972,Company - Private,Security Services,Business Services,$10+ billion (USD),"Gallup, KnowBe4",0,0,79,145,112.0,"MassMutual
",NY,0,48,1,0,0,0,0
Director of Data Science,$151K-$231K (Glassdoor est.),"Director of Data Science
Location: San Jose, CA

We are looking for a director of data science to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, SQL.",4.2,"KnowBe4
4.2","San Jose, CA","New York, NY",201 to 500 employees,1944,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,151,231,191.0,"KnowBe4
",CA,0,76,0,0,0,1,0
Data Scientist,$64K-$122K (Glassdoor est.),"Data Scientist
Location: Cambridge, MA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",4.0,"University of Maryland Medical System
4.0","Cambridge, MA","Cambridge, MA",5001 to 10000 employees,1889,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,64,122,93.0,"University of Maryland Medical System
",MA,1,131,0,0,0,0,1
Data Scientist,$85K-$133K (Glassdoor est.),"Data Scientist
Location: San Francisco, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",4.3,"Tecolote Research
4.3","San Francisco, CA","San Francisco, CA",5001 to 10000 employees,1892,Company - Public,Insurance Carriers,Insurance,$1 to $5 million (USD),-1,0,0,85,133,109.0,"Tecolote Research
",CA,1,128,0,0,0,0,0
Data Scientist,$83K-$128K (Glassdoor est.),"Data Scientist
Location: Goleta, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, Excel, SQL.",4.2,"PNNL
4.2","Goleta, CA","Chicago, IL",1 to 50 employees,1891,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1,0,0,83,128,105.5,"PNNL
",CA,0,129,1,0,0,1,1
Data Engineer,$75K-$123K (Glassdoor est.),"Data Engineer
Location: Arlington, VA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, AWS, Excel, SQL.",3.9,"University of Maryland Medical System
3.9","Arlington, VA","Goleta, CA",10000+ employees,1893,Government,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,0,0,75,123,99.0,"University of Maryland Medical System
",VA,0,127,0,0,1,1,1
Data Analyst,$34K-$56K (Glassdoor est.),"Data Analyst
Location: San Jose, CA

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, Excel, SQL.",3.8,"Rochester Regional Health
3.8","San Jose, CA","Seattle, WA",10000+ employees,1864,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,34,56,45.0,"Rochester Regional Health
",CA,0,156,0,0,0,1,1
Data Engineer,$75K-$119K (Glassdoor est.),"Data Engineer
Location: Austin, TX

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.8,"CyrusOne
3.8","Austin, TX","Dallas, TX",1001 to 5000 employees,1875,Other Organization,Energy,"Oil, Gas, Energy & Utilities",$10+ billion (USD),"Gallup, Visa",0,0,75,119,97.0,"CyrusOne
",TX,1,145,1,0,0,0,0
Healthcare Data Scientist,$88K-$130K (Glassdoor est.),"Healthcare Data Scientist
Location: San Jose, CA

We are looking for a healthcare data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, SQL.",3.8,"Affinity Solutions
3.8","San Jose, CA","Goleta, CA",51 to 200 employees,1884,Other Organization,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),-1,0,0,88,130,109.0,"Affinity Solutions
",CA,1,136,0,0,0,1,0
Data Analyst,$47K-$69K (Glassdoor est.),"Data Analyst
Location: Arlington, VA

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, SQL.",3.1,"Logic20/20
3.1","Arlington, VA","Arlington, VA",51 to 200 employees,1877,Other Organization,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,47,69,58.0,"Logic20/20
",VA,1,143,0,0,1,0,0
Senior Data Scientist,$92K-$149K (Glassdoor est.),"Senior Data Scientist
Location: Clearwater, FL

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",3.8,"Takeda
3.8","Clearwater, FL","Tampa, FL",51 to 200 employees,1880,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),-1,0,0,92,149,120.5,"Takeda
",FL,1,140,0,0,0,0,0
Data Engineer,$72K-$111K (Glassdoor est.),"Data Engineer
Location: New York, NY

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.6,"Takeda
3.6","New York, NY","San Jose, CA",501 to 1000 employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,72,111,91.5,"Takeda
",NY,0,-1,1,0,0,0,1
Data Engineer,$113K-$182K (Glassdoor est.),"Data Engineer
Location: New York, NY

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, SQL.",3.4,"Takeda
3.4","New York, NY","Tampa, FL",10000+ employees,1965,Government,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1,0,0,113,182,147.5,"Takeda
",NY,0,55,1,0,1,0,0
Data Analyst,$76K-$126K (Glassdoor est.),"Data Analyst
Location: Goleta, CA

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",4.1,"Numerator
4.1","Goleta, CA","San Francisco, CA",1001 to 5000 employees,1887,Other Organization,Energy,"Oil, Gas, Energy & Utilities",$100 to $500 million (USD),"MassMutual, Tecolote Research",0,0,76,126,101.0,"Numerator
",CA,1,133,1,0,0,0,0
Data Scientist,$61K-$96K (Glassdoor est.),"Data Scientist
Location: New York, NY

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, Excel, SQL.",4.1,"Liberty Mutual
4.1","New York, NY","Baltimore, MD",201 to 500 employees,1870,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,0,0,61,96,78.5,"Liberty Mutual
",NY,0,150,1,0,0,1,1
Research Scientist,$88K-$157K (Glassdoor est.),"Research Scientist
Location: San Francisco, CA

We are looking for a research scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, Excel, SQL.",3.3,"MassMutual
3.3","San Francisco, CA","Arlington, VA",51 to 200 employees,2006,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"Guardian Life, Gallup",0,0,88,157,122.5,"MassMutual
",CA,0,14,1,0,0,1,1
Machine Learning Engineer,$27-$52 Per Hour(Glassdoor est.),"Machine Learning Engineer
Location: San Jose, CA

We are looking for a machine learning engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.3,"PNNL
3.3","San Jose, CA","San Jose, CA",10000+ employees,1989,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),"Tecolote Research, Novartis",1,0,54,104,79.0,"PNNL
",CA,1,31,1,0,0,0,1
Senior Data Scientist,$90K-$124K (Glassdoor est.),"Senior Data Scientist
Location: Boston, MA

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",3.6,"Logic20/20
3.6","Boston, MA","Cambridge, MA",501 to 1000 employees,1972,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,0,0,90,124,107.0,"Logic20/20
",MA,1,48,0,0,0,0,1
Data Scientist,$57K-$84K (Glassdoor est.),"Data Scientist
Location: Richland, WA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, SQL.",4.1,"Novartis
4.1","Richland, WA","Seattle, WA",1001 to 5000 employees,2008,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,0,0,57,84,70.5,"Novartis
",WA,1,12,0,0,1,0,0
Machine Learning Engineer,$122K-$208K (Glassdoor est.),"Machine Learning Engineer
Location: Cambridge, MA

We are looking for a machine learning engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",4.0,"KnowBe4
4.0","Cambridge, MA","Clearwater, FL",1001 to 5000 employees,1842,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Pfizer, Logic20/20",0,0,122,208,165.0,"KnowBe4
",MA,0,178,1,0,0,0,1
Data Analyst,$57K-$85K (Glassdoor est.),"Data Analyst
Location: Chicago, IL

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.4,"MassMutual
3.4","Chicago, IL","San Jose, CA",10000+ employees,1917,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,0,0,57,85,71.0,"MassMutual
",IL,0,103,1,0,0,0,0
Senior Data Scientist,$131K-$210K (Glassdoor est.),"Senior Data Scientist
Location: Boston, MA

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.8,"PNNL
3.8","Boston, MA","Tampa, FL",1001 to 5000 employees,1966,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),-1,0,0,131,210,170.5,"PNNL
",MA,0,54,1,0,0,0,1
Data Engineer,$54K-$91K (Glassdoor est.),"Data Engineer
Location: Boston, MA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.1,"Rochester Regional Health
3.1","Boston, MA","Boston, MA",1001 to 5000 employees,1980,Government,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,0,0,54,91,72.5,"Rochester Regional Health
",MA,1,40,1,0,0,0,0
Data Engineer,$95K-$138K (Glassdoor est.),"Data Engineer
Location: Goleta, CA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.7,"Numerator
3.7","Goleta, CA","Richland, WA",10000+ employees,1967,Government,IT Services,Information Technology,$10 to $25 million (USD),-1,0,0,95,138,116.5,"Numerator
",CA,0,53,1,0,0,0,1
Lead Data Scientist,$114K-$168K (Glassdoor est.),"Lead Data Scientist
Location: New York, NY

We are looking for a lead data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, SQL.",2.9,"Walmart
2.9","New York, NY","New York, NY",51 to 200 employees,1954,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD),-1,0,0,114,168,141.0,"Walmart
",NY,1,66,1,0,1,0,0
Data Engineer,$103K-$152K (Glassdoor est.),"Data Engineer
Location: Baltimore, MD

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",5.0,"MassMutual
5.0","Baltimore, MD","Linthicum, MD",1 to 50 employees,2012,Subsidiary or Business Segment,Security Services,Business Services,$50 to $100 million (USD),-1,0,0,103,152,127.5,"MassMutual
",MD,1,8,1,0,0,0,1
Data Engineer,$76K-$126K (Glassdoor est.),"Data Engineer
Location: New York, NY

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, SQL.",4.4,"KnowBe4
4.4","New York, NY","New York, NY",201 to 500 employees,1869,Other Organization,Security Services,Business Services,$1 to $5 million (USD),-1,0,0,76,126,101.0,"KnowBe4
",NY,1,151,0,0,0,1,0
Data Scientist,$93K-$132K (Glassdoor est.),"Data Scientist
Location: Goleta, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, Excel, SQL.",2.9,"Pfizer
2.9","Goleta, CA","Goleta, CA",5001 to 10000 employees,2018,Company - Public,Security Services,Business Services,$1 to $2 billion (USD),"Reynolds American, MassMutual",0,0,93,132,112.5,"Pfizer
",CA,1,2,0,0,0,1,1
Lead Data Scientist,$29-$51 Per Hour(Glassdoor est.),"Lead Data Scientist
Location: San Francisco, CA

We are looking for a lead data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",3.7,"University of Maryland Medical System
3.7","San Francisco, CA","San Francisco, CA",10000+ employees,1882,Nonprofit Organization,IT Services,Information Technology,$1 to $2 billion (USD),-1,1,0,58,102,80.0,"University of Maryland Medical System
",CA,1,138,0,0,0,0,0
